# Logfile created on 2025-12-05 12:41:57 +0200 by logger.rb/v1.6.4
I, [2025-12-05T12:41:57.355938 #8044]  INFO -- : BooksScraper started with BASE_URL=https://books.toscrape.com/
I, [2025-12-05T12:41:58.083796 #8044]  INFO -- : BooksScraper finished. Saved 20 books.
I, [2025-12-05T12:43:24.760167 #4504]  INFO -- : BooksScraper started with BASE_URL=https://books.toscrape.com/
I, [2025-12-05T12:43:25.430547 #4504]  INFO -- : BooksScraper finished. Saved 20 books.
I, [2025-12-05T12:49:14.759164 #17940]  INFO -- : BooksScraper started with BASE_URL=https://books.toscrape.com/
I, [2025-12-05T12:49:15.480220 #17940]  INFO -- : BooksScraper finished. Saved 20 books.
I, [2025-12-05T12:50:00.586275 #14864]  INFO -- : BooksScraper started with BASE_URL=https://books.toscrape.com/
I, [2025-12-05T12:50:01.264974 #14864]  INFO -- : BooksScraper finished. Saved 20 books.
I, [2025-12-05T12:54:58.396956 #6252]  INFO -- : BooksScraper started with BASE_URL=https://books.toscrape.com/
I, [2025-12-05T12:54:59.124699 #6252]  INFO -- : BooksScraper finished. Saved 20 books.
I, [2025-12-05T14:11:26.779296 #10068]  INFO -- : BooksScraper started with BASE_URL=https://books.toscrape.com/
I, [2025-12-05T14:11:27.773401 #10068]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="A Light in the Attic", price=51.77, description="", category="Books", image_path="https://books.toscrape.com/catalogue/a-light-in-the-attic_1000/index.html", rating="Three", availability="In stock", url="https://books.toscrape.com/catalogue/a-light-in-the-attic_1000/index.html">
I, [2025-12-05T14:11:27.774107 #10068]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Tipping the Velvet", price=53.74, description="", category="Books", image_path="https://books.toscrape.com/catalogue/tipping-the-velvet_999/index.html", rating="One", availability="In stock", url="https://books.toscrape.com/catalogue/tipping-the-velvet_999/index.html">
I, [2025-12-05T14:11:27.774574 #10068]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Soumission", price=50.1, description="", category="Books", image_path="https://books.toscrape.com/catalogue/soumission_998/index.html", rating="One", availability="In stock", url="https://books.toscrape.com/catalogue/soumission_998/index.html">
I, [2025-12-05T14:11:27.775021 #10068]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Sharp Objects", price=47.82, description="", category="Books", image_path="https://books.toscrape.com/catalogue/sharp-objects_997/index.html", rating="Four", availability="In stock", url="https://books.toscrape.com/catalogue/sharp-objects_997/index.html">
I, [2025-12-05T14:11:27.775480 #10068]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Sapiens: A Brief History of Humankind", price=54.23, description="", category="Books", image_path="https://books.toscrape.com/catalogue/sapiens-a-brief-history-of-humankind_996/index.html", rating="Five", availability="In stock", url="https://books.toscrape.com/catalogue/sapiens-a-brief-history-of-humankind_996/index.html">
I, [2025-12-05T14:11:27.777127 #10068]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="The Requiem Red", price=22.65, description="", category="Books", image_path="https://books.toscrape.com/catalogue/the-requiem-red_995/index.html", rating="One", availability="In stock", url="https://books.toscrape.com/catalogue/the-requiem-red_995/index.html">
I, [2025-12-05T14:11:27.777817 #10068]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="The Dirty Little Secrets of Getting Your Dream Job", price=33.34, description="", category="Books", image_path="https://books.toscrape.com/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html", rating="Four", availability="In stock", url="https://books.toscrape.com/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html">
I, [2025-12-05T14:11:27.778307 #10068]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull", price=17.93, description="", category="Books", image_path="https://books.toscrape.com/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html", rating="Three", availability="In stock", url="https://books.toscrape.com/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html">
I, [2025-12-05T14:11:27.778883 #10068]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics", price=22.6, description="", category="Books", image_path="https://books.toscrape.com/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html", rating="Four", availability="In stock", url="https://books.toscrape.com/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html">
I, [2025-12-05T14:11:27.779310 #10068]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="The Black Maria", price=52.15, description="", category="Books", image_path="https://books.toscrape.com/catalogue/the-black-maria_991/index.html", rating="One", availability="In stock", url="https://books.toscrape.com/catalogue/the-black-maria_991/index.html">
I, [2025-12-05T14:11:27.780681 #10068]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Starving Hearts (Triangular Trade Trilogy, #1)", price=13.99, description="", category="Books", image_path="https://books.toscrape.com/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html", rating="Two", availability="In stock", url="https://books.toscrape.com/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html">
I, [2025-12-05T14:11:27.804874 #10068]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Shakespeare's Sonnets", price=20.66, description="", category="Books", image_path="https://books.toscrape.com/catalogue/shakespeares-sonnets_989/index.html", rating="Four", availability="In stock", url="https://books.toscrape.com/catalogue/shakespeares-sonnets_989/index.html">
I, [2025-12-05T14:11:27.805474 #10068]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Set Me Free", price=17.46, description="", category="Books", image_path="https://books.toscrape.com/catalogue/set-me-free_988/index.html", rating="Five", availability="In stock", url="https://books.toscrape.com/catalogue/set-me-free_988/index.html">
I, [2025-12-05T14:11:27.805999 #10068]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Scott Pilgrim's Precious Little Life (Scott Pilgrim #1)", price=52.29, description="", category="Books", image_path="https://books.toscrape.com/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html", rating="Five", availability="In stock", url="https://books.toscrape.com/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html">
I, [2025-12-05T14:11:27.806438 #10068]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Rip it Up and Start Again", price=35.02, description="", category="Books", image_path="https://books.toscrape.com/catalogue/rip-it-up-and-start-again_986/index.html", rating="Five", availability="In stock", url="https://books.toscrape.com/catalogue/rip-it-up-and-start-again_986/index.html">
I, [2025-12-05T14:11:27.806912 #10068]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991", price=57.25, description="", category="Books", image_path="https://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html", rating="Three", availability="In stock", url="https://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html">
I, [2025-12-05T14:11:27.807386 #10068]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Olio", price=23.88, description="", category="Books", image_path="https://books.toscrape.com/catalogue/olio_984/index.html", rating="One", availability="In stock", url="https://books.toscrape.com/catalogue/olio_984/index.html">
I, [2025-12-05T14:11:27.807929 #10068]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Mesaerion: The Best Science Fiction Stories 1800-1849", price=37.59, description="", category="Books", image_path="https://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html", rating="One", availability="In stock", url="https://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html">
I, [2025-12-05T14:11:27.808361 #10068]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Libertarianism for Beginners", price=51.33, description="", category="Books", image_path="https://books.toscrape.com/catalogue/libertarianism-for-beginners_982/index.html", rating="Two", availability="In stock", url="https://books.toscrape.com/catalogue/libertarianism-for-beginners_982/index.html">
I, [2025-12-05T14:11:27.809962 #10068]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="It's Only the Himalayas", price=45.17, description="", category="Books", image_path="https://books.toscrape.com/catalogue/its-only-the-himalayas_981/index.html", rating="Two", availability="In stock", url="https://books.toscrape.com/catalogue/its-only-the-himalayas_981/index.html">
I, [2025-12-05T14:11:27.818102 #10068]  INFO -- : BooksScraper finished. Saved 20 items.
I, [2025-12-05T14:51:53.429535 #4852]  INFO -- : BooksScraper started with BASE_URL=https://books.toscrape.com/
I, [2025-12-05T14:51:54.174416 #4852]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="A Light in the Attic", price=51.77, description="", category="Books", image_path="https://books.toscrape.com/catalogue/a-light-in-the-attic_1000/index.html", rating="Three", availability="In stock", url="https://books.toscrape.com/catalogue/a-light-in-the-attic_1000/index.html">
I, [2025-12-05T14:51:54.175167 #4852]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Tipping the Velvet", price=53.74, description="", category="Books", image_path="https://books.toscrape.com/catalogue/tipping-the-velvet_999/index.html", rating="One", availability="In stock", url="https://books.toscrape.com/catalogue/tipping-the-velvet_999/index.html">
I, [2025-12-05T14:51:54.175617 #4852]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Soumission", price=50.1, description="", category="Books", image_path="https://books.toscrape.com/catalogue/soumission_998/index.html", rating="One", availability="In stock", url="https://books.toscrape.com/catalogue/soumission_998/index.html">
I, [2025-12-05T14:51:54.176058 #4852]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Sharp Objects", price=47.82, description="", category="Books", image_path="https://books.toscrape.com/catalogue/sharp-objects_997/index.html", rating="Four", availability="In stock", url="https://books.toscrape.com/catalogue/sharp-objects_997/index.html">
I, [2025-12-05T14:51:54.176536 #4852]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Sapiens: A Brief History of Humankind", price=54.23, description="", category="Books", image_path="https://books.toscrape.com/catalogue/sapiens-a-brief-history-of-humankind_996/index.html", rating="Five", availability="In stock", url="https://books.toscrape.com/catalogue/sapiens-a-brief-history-of-humankind_996/index.html">
I, [2025-12-05T14:51:54.178239 #4852]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="The Requiem Red", price=22.65, description="", category="Books", image_path="https://books.toscrape.com/catalogue/the-requiem-red_995/index.html", rating="One", availability="In stock", url="https://books.toscrape.com/catalogue/the-requiem-red_995/index.html">
I, [2025-12-05T14:51:54.178899 #4852]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="The Dirty Little Secrets of Getting Your Dream Job", price=33.34, description="", category="Books", image_path="https://books.toscrape.com/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html", rating="Four", availability="In stock", url="https://books.toscrape.com/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html">
I, [2025-12-05T14:51:54.179493 #4852]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull", price=17.93, description="", category="Books", image_path="https://books.toscrape.com/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html", rating="Three", availability="In stock", url="https://books.toscrape.com/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html">
I, [2025-12-05T14:51:54.179967 #4852]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics", price=22.6, description="", category="Books", image_path="https://books.toscrape.com/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html", rating="Four", availability="In stock", url="https://books.toscrape.com/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html">
I, [2025-12-05T14:51:54.180374 #4852]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="The Black Maria", price=52.15, description="", category="Books", image_path="https://books.toscrape.com/catalogue/the-black-maria_991/index.html", rating="One", availability="In stock", url="https://books.toscrape.com/catalogue/the-black-maria_991/index.html">
I, [2025-12-05T14:51:54.180784 #4852]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Starving Hearts (Triangular Trade Trilogy, #1)", price=13.99, description="", category="Books", image_path="https://books.toscrape.com/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html", rating="Two", availability="In stock", url="https://books.toscrape.com/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html">
I, [2025-12-05T14:51:54.181142 #4852]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Shakespeare's Sonnets", price=20.66, description="", category="Books", image_path="https://books.toscrape.com/catalogue/shakespeares-sonnets_989/index.html", rating="Four", availability="In stock", url="https://books.toscrape.com/catalogue/shakespeares-sonnets_989/index.html">
I, [2025-12-05T14:51:54.181569 #4852]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Set Me Free", price=17.46, description="", category="Books", image_path="https://books.toscrape.com/catalogue/set-me-free_988/index.html", rating="Five", availability="In stock", url="https://books.toscrape.com/catalogue/set-me-free_988/index.html">
I, [2025-12-05T14:51:54.182361 #4852]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Scott Pilgrim's Precious Little Life (Scott Pilgrim #1)", price=52.29, description="", category="Books", image_path="https://books.toscrape.com/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html", rating="Five", availability="In stock", url="https://books.toscrape.com/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html">
I, [2025-12-05T14:51:54.182932 #4852]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Rip it Up and Start Again", price=35.02, description="", category="Books", image_path="https://books.toscrape.com/catalogue/rip-it-up-and-start-again_986/index.html", rating="Five", availability="In stock", url="https://books.toscrape.com/catalogue/rip-it-up-and-start-again_986/index.html">
I, [2025-12-05T14:51:54.183445 #4852]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991", price=57.25, description="", category="Books", image_path="https://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html", rating="Three", availability="In stock", url="https://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html">
I, [2025-12-05T14:51:54.183934 #4852]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Olio", price=23.88, description="", category="Books", image_path="https://books.toscrape.com/catalogue/olio_984/index.html", rating="One", availability="In stock", url="https://books.toscrape.com/catalogue/olio_984/index.html">
I, [2025-12-05T14:51:54.184314 #4852]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Mesaerion: The Best Science Fiction Stories 1800-1849", price=37.59, description="", category="Books", image_path="https://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html", rating="One", availability="In stock", url="https://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html">
I, [2025-12-05T14:51:54.184700 #4852]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Libertarianism for Beginners", price=51.33, description="", category="Books", image_path="https://books.toscrape.com/catalogue/libertarianism-for-beginners_982/index.html", rating="Two", availability="In stock", url="https://books.toscrape.com/catalogue/libertarianism-for-beginners_982/index.html">
I, [2025-12-05T14:51:54.185874 #4852]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="It's Only the Himalayas", price=45.17, description="", category="Books", image_path="https://books.toscrape.com/catalogue/its-only-the-himalayas_981/index.html", rating="Two", availability="In stock", url="https://books.toscrape.com/catalogue/its-only-the-himalayas_981/index.html">
I, [2025-12-05T14:51:54.186113 #4852]  INFO -- : Item added to MyApplicationMotovilin::Cart: #<MyApplicationMotovilin::Item name="A Light in the Attic", price=51.77, category="Books">
I, [2025-12-05T14:51:54.186260 #4852]  INFO -- : Item added to MyApplicationMotovilin::Cart: #<MyApplicationMotovilin::Item name="Tipping the Velvet", price=53.74, category="Books">
I, [2025-12-05T14:51:54.186406 #4852]  INFO -- : Item added to MyApplicationMotovilin::Cart: #<MyApplicationMotovilin::Item name="Soumission", price=50.1, category="Books">
I, [2025-12-05T14:51:54.186551 #4852]  INFO -- : Item added to MyApplicationMotovilin::Cart: #<MyApplicationMotovilin::Item name="Sharp Objects", price=47.82, category="Books">
I, [2025-12-05T14:51:54.186695 #4852]  INFO -- : Item added to MyApplicationMotovilin::Cart: #<MyApplicationMotovilin::Item name="Sapiens: A Brief History of Humankind", price=54.23, category="Books">
I, [2025-12-05T14:51:54.186804 #4852]  INFO -- : Item added to MyApplicationMotovilin::Cart: #<MyApplicationMotovilin::Item name="The Requiem Red", price=22.65, category="Books">
I, [2025-12-05T14:51:54.186916 #4852]  INFO -- : Item added to MyApplicationMotovilin::Cart: #<MyApplicationMotovilin::Item name="The Dirty Little Secrets of Getting Your Dream Job", price=33.34, category="Books">
